"1594430925898584064","Sun Nov 20 20:42:10 +0000 2022","0","Biaya kerugian hidup karena tidak berpendidikan - lebih tinggi daripada biaya pendidikan.","1594430925898584064","","","in","","0","0","0","https://x.com/MelodiJunita/status/1594430925898584064","2367782203","MelodiJunita"
"1594361889869295616","Sun Nov 20 16:07:51 +0000 2022","0","inilah bunda alasan kita harus bekerja keras agar anak kita kelak tetap mendapatkan pendidikan yang paling bagus karena zaman skrg biaya pendidikan tidak murah dan tidak sedikit","1594361889869295616","","","in","RPS acc","0","0","0","https://x.com/waterrmelona_/status/1594361889869295616","1419270196716441600","waterrmelona_"
"1594355966048206849","Sun Nov 20 15:44:18 +0000 2022","0","Pasti pendidikan Bella perbulan setara sama biaya kuliah gw sampe lulus","1594355966048206849","","","in","Peron 9¾ ","0","0","0","https://x.com/AyuTriwn/status/1594355966048206849","2510287891","AyuTriwn"
"1594327222412005376","Sun Nov 20 13:50:05 +0000 2022","0","Biaya Sekolah Pramugari Naik Setiap Tahun - Pendidikan Pramugari https://t.co/k3zG0HGpwQ","1594327222412005376","","","in","","0","0","0","https://x.com/PutriPramugari/status/1594327222412005376","3104531706","PutriPramugari"
"1594310188051619840","Sun Nov 20 12:42:24 +0000 2022","0","Biaya kerugian hidup karena tidak berpendidikan - lebih tinggi daripada biaya pendidikan.","1594310188051619840","","","in","","0","0","0","https://x.com/MelodiJunita/status/1594310188051619840","2367782203","MelodiJunita"
"1594285814061535232","Sun Nov 20 11:05:33 +0000 2022","0","Biaya Sekolah Pramugari Naik Setiap Tahun - Pendidikan Pramugari https://t.co/k3zG0HogiI","1594285814061535232","","","in","","0","0","0","https://x.com/PutriPramugari/status/1594285814061535232","3104531706","PutriPramugari"
"1594284649966366720","Sun Nov 20 11:00:55 +0000 2022","1","Saya si seneng2 sj ya misal punya partner yg juga berkarir nnti. Inflasi biaya pendidikan bisa smpe 15% per thun lurd lumayan kan kalau bisa nyiapin dana pendidikan anak ber-2 Asal karirnya jgn jd astronot jg ye sy blm siap ldr level bumi-bulan","1594284649966366720","","","in","Jawa Timur, Indonesia","0","0","0","https://x.com/krisdian_d/status/1594284649966366720","3112682818","krisdian_d"
"1594253744954564608","Sun Nov 20 08:58:07 +0000 2022","0","Pak @ganjarpranowo kalo ada sekolah negeri (SMP) di Jawa Tengah yang melakukan memungutan biaya untuk pendidikan lapornya kemana nggeh pak? Matur suwun","1594253744954564608","","","in","","0","0","0","https://x.com/arr0____/status/1594253744954564608","3226103076","arr0____"
"1594227162214588417","Sun Nov 20 07:12:29 +0000 2022","0","Biaya kerugian hidup karena tidak berpendidikan - lebih tinggi daripada biaya pendidikan","1594227162214588417","","","in","","0","0","0","https://x.com/sarikumala437/status/1594227162214588417","2369859097","sarikumala437"
"1594226341351608322","Sun Nov 20 07:09:13 +0000 2022","2","[Adfokesma: Beasiswa Penerbit Erlangga] Pagi Sipil! Beasiswa Erlangga adalah beasiswa dari Penerbit Erlangga yang diberikan kepada mahasiswa Universitas Indonesia jenjang D3 dan S1 untuk tahun 2022. Beasiswa ini berupa bantuan biaya pendidikan dengan besaran Rp 7.500.000 untuk https://t.co/12fCAmyES4","1594226341351608322","https://pbs.twimg.com/media/Fh_UZu5UcAAj_oD.jpg","","in","Universitas Indonesia, Depok","0","1","0","https://x.com/IMSFTUI/status/1594226341351608322","1286613321953640448","IMSFTUI"
